sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1465859,0.1365205149322352,0.0075087695866370785,0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1465872,-0.05877936189787528,-0.08484649390078544,0.0
G3b-G3al-G3ay-G3fm-G3bv-G3bw,1465919,-0.07774115303435984,0.07733772431414833,0.0
proportion_explained,0,0.6800706289977647,0.3199293710022352,0.0
