sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1465859,0.21827186534955073,0.01678789304801317,-0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1465872,-0.0565876354558982,-0.0606933300170964,-0.0
G3b-G3al-G3ay-G3fm-G3bv-G3bw,1465919,-0.1616842298936526,0.043905436969083465,-0.0
proportion_explained,0,0.928894568080764,0.07110543191923607,0.0
