sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1465859,0.20017324943939038,-0.04364141200846965,-0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1465872,-0.0026393710334482556,0.08905587365697536,-0.0
G3b-G3al-G3ay-G3fm-G3bv-G3bw,1465919,-0.19753387840594216,-0.04541446164850573,-0.0
proportion_explained,0,0.8692440738902544,0.13075592610974565,0.0
