sample,sample_uid,PC1,PC2,PC3,PC4,PC5
ABE_DLAB_001,239081,0.0776607490823726,-0.231181498823156,0.08652186185388717,0.06867375808752656,-0.0
Green_Can_DLAB_005,239695,0.24265669486176117,0.25967889797919924,-0.04532223344169146,0.04969186077845372,-0.0
MQ8_CNAT_002,239717,-0.26457853422558497,0.11455791189872057,0.17121774042571952,-0.04087493687307346,-0.0
23_PSTR_004,239025,0.3391358851308583,-0.09705371988464966,-0.04672865983482898,-0.08011472834989422,-0.0
WS_DLAB_005,239777,-0.3948747948494068,-0.04600159117011435,-0.16568870900308608,0.0026240463569874766,-0.0
proportion_explained,0,0.6389749702591951,0.22913275908052294,0.10783335269087517,0.024058917969406905,0.0
