sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
R350,238980,-0.21744874317840818,0.06916984350002575,-0.006534017647352984,-0.028412575439538984,-0.000742430870258605,-0.0008871727535622149,0.00923845226712009,-0.0005920994692711891,-0.00041413055137163885,-0.015245721488890694,0.03720037819544474,-0.0014234371509533885,0.02106066568965347,0.04452246792977651,-0.0403603133400976,0.014050425529986614,0.025352078229521346,0.005332077102588599,-0.019968450626477105,0.016877568938779605,0.0015305550938255533,-0.013489371672349796,0.0008467044416880901,0.001795935946535582,0.00015422024789374714,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R351,238981,-0.19219924452052725,0.22294990900273892,0.0032022076077323405,0.015113112164422392,-0.001211372666864843,-0.00019337109706609747,-0.021998715289588505,-0.0006310639648098395,-0.0005309302222858594,-0.013498004703230709,0.10756714834817907,0.0037948016526096525,-0.02399911968760335,-0.01571449298034721,-0.026258429537676826,-0.034914482041822306,0.02438718417480557,0.008212769866431293,-0.006714273900828711,-0.001100782835873108,-0.00023226661913332833,-0.004303474873050455,-0.00035569449596582634,0.00047691777428046715,-4.05022321448347e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R355,238984,-0.2223105129318817,0.032548928266085485,-0.008647090690285521,-0.04178182674374018,0.00027588150616644254,-0.000660256679467358,0.0013482224867070111,-0.0005550743988071678,-0.00037595259915221036,-0.010576985608826342,0.03243776757443377,-0.0013467615946258639,0.014365437364534788,0.011552682529349417,-0.004623205701150111,0.011158325561284892,-0.0008035008456002713,-0.0007345489816391683,0.00917435864551141,-0.009762002555089407,-0.0036491491706571472,0.012554372521781838,0.006458766357592462,0.007557269792471409,-0.00011287523111284686,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R356,238985,-0.2213251077533509,0.0568148988748179,-0.007707711287200972,-0.04083809810128994,0.0006569440571829642,-0.00046707704435137076,-0.005408349969952717,-0.0005416594522357747,-0.00035463307973335363,-0.0067634686432255075,0.018743681307880688,-0.0007501564211532729,0.008297607662845109,0.02521374549160423,-0.000491469341219956,0.007156567778498524,-0.0084135450592312,-0.0022408442878777625,0.012298580467166375,-0.008500247456693808,-0.018479023585465847,-0.006111554418473304,-0.00964062198759895,0.0030354530929698692,0.00048551058989292984,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R357,238986,-0.222542223320334,0.007210786925858603,-0.009609857758358532,-0.04759506197784621,0.000845522094364425,-0.0005203054997352441,-0.004563608797795421,-0.0005446751366869534,-0.00036036068149982055,-0.0048800609688421995,0.032825946482653114,-0.0020078057607399173,0.017203911821689122,0.0066677248525435365,0.0147698464068581,0.0201741508498467,-0.007768119188393802,-0.004677032703544462,0.006913482038302343,0.006921398189696408,0.007218099763544301,-0.008282058707417684,0.007154966440946975,-0.004071985294718394,-0.00024596318812745586,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R359,238988,-0.02233835530455869,-0.18403638455348173,0.011798745680786711,-0.038797941027515465,0.012819310642543161,0.008846997111824729,0.02863170257602408,0.006605316899223101,0.003454686535708471,-0.02305530589203443,0.040661938171218444,-0.010933149397244359,0.031067969470511873,0.040233361048692316,0.02639565238850444,0.005973211252076381,-0.025968835028969704,-0.002146335394944278,0.013694090184957262,0.012575096813230182,0.012130959600714917,-0.001989547604078426,7.656688658218248e-05,0.0011166843868132136,6.315023554194366e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R362,238991,-0.17046566777776523,0.2919039750863031,0.007724234577587619,-0.02050146416813102,0.008282443741177844,0.003227696034036868,-0.10871085832050077,0.00031399197003592166,0.0003142430530660491,0.01848909948704932,-0.04625908706586737,0.0027689044431393195,-0.02467436695324618,-0.04617649734579605,-0.02181474669497759,0.011042009980451083,-0.009995264571434827,0.0028245579148929592,0.031042754553217377,-0.011147849126932627,-0.0007764273482823204,-0.009610569430841643,0.0012275514188445067,0.0010736220364768359,0.00012075171275433117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R365,238994,-0.19197206364829458,-0.2274788682359883,-0.011796516089212788,-0.01454951061151918,-0.0020621639714740164,-0.0018114920285931038,-0.014252774102537454,-0.0016312902675734507,-0.0009528726622884257,0.010984430575686635,0.026136397247655294,0.005197334991214033,-0.0313917850488341,-0.00232426669938791,-0.007757422053808144,0.004920965495909841,-0.0010302016345560669,0.00022712836097434487,0.0013458625420327173,0.003603442433348146,-0.0037697432118668278,0.0034003286006707607,0.009683056138317712,0.00863683780813388,-0.00023991157746003732,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R368,238997,-0.10866061877107777,-0.20898267719133395,-0.00017150237138931047,-0.030211267651237307,0.006016169211088615,0.00377817397288446,0.0104873160433354,0.0029171770532434656,0.0015585474820726949,-0.01644763706187165,0.03762608708065037,-0.007375132234738222,0.035003209555730684,-0.011110648819259999,0.016665366557098556,-0.002703893820430994,0.01900750731242023,0.003191868629003137,-0.018144971545691446,-0.027491282419299923,-0.0026327863498551585,-7.824738447530401e-05,-0.0029063588704637358,0.0004991260287047444,-0.00013707324770186882,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R414,239014,-0.16307330564587483,-0.07875796533969737,0.004306622782861959,0.202999080433369,-0.024727683422827062,-0.00702082334219238,0.14093265388710677,-0.0010731507018564234,-0.0005785206308170691,-0.15396563027766033,-0.07068861358503124,0.009029942417368401,-0.05757625507959873,0.026467393000882817,0.009829800829235295,0.006392412929563172,0.016661483575480817,0.0016147594687043274,0.008272898466431197,-0.002905183999579213,0.000359443468267676,-0.0017271101073793977,0.00259048753086204,0.00044952857763355805,0.0001788051917040401,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_015,239098,0.684409258064406,0.010102099814306093,-0.12645383045917122,0.010640285868633715,0.02721561190665121,0.3977912360848918,0.005626365710332112,0.008685900260028185,0.025321952790148077,0.0010674824668906286,0.00011086923956098062,-0.03345968956142404,-0.008913861331306769,-0.000652465370540311,-0.0037158910957494073,-0.001034241775242008,0.0021662824750656815,-0.011133273487285522,1.5867126269027575e-05,7.443892078983866e-06,-0.00011561049797267564,5.9418499616542297e-05,3.666337260642428e-05,-4.3763679720853856e-05,-2.1305255724707898e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_021,239102,0.7287214613281879,0.015875213542575227,-0.21357144439107215,-0.0011708406855599428,0.013392234612236488,-0.05730664022823071,-0.0004884791053760911,0.1772411316203352,0.0266515645852255,0.0015426942045016962,0.0008849637462513495,0.13058356749996,0.011855203345241599,0.0002957712417729977,-0.0017244306138560546,-0.0010117706261254247,0.0027783832621263117,-0.01947339365039298,8.593144701382961e-05,-0.0005981741734582177,0.0008622000642511672,-0.00029281575386922625,-0.00011685469057841469,0.00012452118981156268,6.451034088584981e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_106,239174,0.7249533213898163,0.016674416111020416,-0.2580106231143145,-0.0030277898829174682,-0.04042414828536211,-0.10610787136701523,-0.0034425126576006567,0.07479441375584742,0.10988063533360158,-3.365792526225025e-05,-0.00038408875781199446,-0.07974337059068169,-0.007954140595179699,-0.0002331813318922092,0.0047396883518724935,0.0025421228643967746,-0.007065677560823547,0.04996748044224176,-0.00022497138068283096,0.0015982300485697847,-0.0023809366604611174,0.0008069435282094512,0.0003300271486802699,-0.0003545092831453711,-1.7941888037778346e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_181,239236,-0.07408652868793555,-0.026301336089284488,0.029039221048943586,0.43905227148511106,-0.03221899021380316,-0.004200034971301608,-0.20895835789754305,-0.002354568907377707,-0.0012319933372420017,0.013283548455943841,0.005927263908763102,-0.005010102696394278,0.04038689485503163,0.00817346790379552,0.0021550688472544276,-0.00011763153827543215,-0.005501020172387766,-0.0018001410089985943,-0.0039010137000578225,0.0017150515933511685,0.002061314137237975,0.0013161926897272446,-0.0002319894239884774,-0.00020869044763489666,-3.5848379788700156e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_196,239247,0.7311846723585712,0.01523205542454646,-0.16381212854728894,-0.007539190289117149,-0.004656919943299826,-0.0017194150369076084,0.00266387991382579,-0.18148016277754567,-0.17147223392782102,-0.0004346147117404049,-0.00017171124478889142,0.06095997736862465,0.01025436366606652,0.000548569450962465,0.005215358713321018,0.0019522904437871142,-0.004912884058394085,0.031622903381623095,-0.00011650632152330346,0.0007424701506960038,-0.0010577067382098267,0.0003395062427431481,0.00013213022109561642,-0.00013947882041168957,-6.902845360413473e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_200,239251,0.64678215714141,-0.0026182317635792362,0.40224729511056767,-0.03974126340630577,-0.16500545392533175,-0.004187093501205178,-0.0014692077407050632,0.14999573076611933,-0.15483209003715914,0.0007666827687761609,-0.00041067158086495573,-0.03929097185303215,-0.007483910224052389,-0.0005454020822104527,-0.0014128708968060048,-0.00013285548182724398,-0.0001473246005453252,0.003951894964358416,-4.019338820760792e-05,0.0003636551652967337,-0.0006299751022763375,0.00022162659114875372,9.982232617530341e-05,-0.000110364322615037,-5.332796302878951e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_201,239252,0.6664796972192019,0.00015777143915980598,0.3470587210771429,-0.04214056271769642,-0.18100692874432253,-0.007050840787653632,-0.000966306277831634,-0.13300717947859345,0.1754231092883844,0.0008135183901055225,0.0003153387562520037,0.04910205390691711,0.003591620628190569,-6.427037164231464e-06,-0.0004837923861423645,-0.00016685580068239288,0.0003126835404325322,-0.0013926615365719977,-2.0374691087349955e-08,2.583993702848903e-05,-8.117529961214649e-05,2.795912589559317e-05,1.5619594234584977e-05,-1.8195241240877058e-05,-7.263055127269536e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDA_206,239256,0.7396985536076879,0.016519979561119388,-0.18660804885951313,-0.011761285486092414,-0.030745036815669,-0.15813069490379453,-0.0010743980738659484,-0.0857322237377663,-0.027331479503195342,-0.00040083973318693814,-0.00027348123518640074,-0.07862989150135404,-0.012859325799951695,-0.000764277327940174,-0.008517054568675509,-0.0033683193670076363,0.008576139825656543,-0.055967720999471074,0.00021385112561132883,-0.0013911694688722108,0.0019794651441284164,-0.0006464062944336033,-0.0002527576139660722,0.00026735380204986344,1.3477506160318822e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.637552159424567,0.10541745227764025,0.07243112905389165,0.040329080782115105,0.031318216917445615,0.02613505431232277,0.02175589229243461,0.015310728207034423,0.012839970645002393,0.00941269260208564,0.008078045002328123,0.005101317321964152,0.0041735710798235515,0.0034141763597925418,0.0016937602787934635,0.0012600734692430557,0.001118505053235202,0.0009730674262782758,0.0006251519935251207,0.0004128987370200177,0.00031493500813881603,0.00020088658046794164,8.539983787616611e-05,4.3788434347410125e-05,2.046902626607146e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
