sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
D1-D4-D1hg-D4c-D1ju,872515,0.05317483144229152,-0.119464477457124,-0.022503231996808842,-0.060083601090893314,-0.04196706188256905,-0.0059421319429363165,0.0015365733489448878,0.0007237412915636293,0.0009294143645706535,0.0012108071313800726,0.0006024905841333832,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c,872095,0.014056787383961352,-0.027125635568308264,-0.010995720771840568,-0.017888041033032553,0.010998078656968491,-0.014676978311322864,-0.0004414295601013383,-0.0020653100583296067,-0.005362153296898368,-0.003658997901227396,-0.0013780268134332796,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c-D1k-D2,872097,0.03730343026771063,-0.03330850008624755,0.014125668022556432,-0.0009902799913006771,-4.2383693844783404e-05,0.0049596221954740565,-0.0012395102289582067,0.006719384020253499,0.01600478188347388,-0.0018191271542253651,-0.0013007219297309742,-0.0,0.0,0.0,0.0,0.0,0.0
D1/D2-D4-D4c-D1c,872101,0.032910491542923456,-0.022569199440023408,0.015412029188850217,0.0012727877383556937,-0.007333362913832442,-2.400673354078488e-05,0.0017024162618830894,0.0006093593275649571,-0.00380950744009533,-0.0027521579841879385,0.002453861529749282,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D1c,872110,0.007868196667564829,0.059508007584769894,-0.1399258517431429,0.000491664087112782,-0.0011460296557602096,0.004610581947353736,-0.007451663300720239,0.0011484387896315688,0.001541461393851277,0.0009082177047643573,0.00019665505814341218,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c-D17d-D17j,872623,-0.07455863143381536,-0.021188969083588374,0.047627227882104536,-0.014527713335832118,0.0063860883538063825,0.028599362542177816,0.0086001749256027,0.012274146924883975,-0.00419086203981748,0.0003135202677258538,0.00016175176923108583,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1hg-D1c-D2,872625,0.048675533859481306,-0.07185420576838467,0.005450356890160052,-0.020041939876067883,-0.022138045139501853,0.013529893506722323,-0.001697085302110142,-0.0056282234569669035,-0.004888530962207481,-0.0027191006955053533,-0.0013968612098794358,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c-D6,872144,0.02486225640548816,-0.015098164307092812,0.007741316092131472,-0.024531830217659718,-0.000625105617151657,-0.026457985833439276,-0.00772792486966663,0.01015557163459227,-0.0010270004596499838,0.002116273924325799,0.0005997361963815538,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D1as-D6-D1bb-D4,872711,0.25119751782894706,0.2375530106059274,0.11435501784748765,-0.012926959411139083,-0.005500089176778773,-0.0021990068717563597,-0.001289464877605752,-1.96433989043498e-05,-0.0005330151381760888,-0.00019289465560380867,-9.48454912865509e-05,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D1as,872742,0.05764140855869613,0.12464886419436176,-0.14417051637634026,-0.02914202019566974,0.015791907615600537,0.003510168622442686,0.010008429606572417,-0.0012050054732793425,-0.0004278049852004932,-0.00030852903842334294,7.818831994406639e-05,-0.0,0.0,0.0,0.0,0.0,0.0
D1/D4-D4c-D2-D1c-D1h,872265,0.03567414958348839,-0.028443440028603523,0.014797108202953175,0.008296391554353287,0.000662760278057903,0.0014055295423196779,0.004294181620215772,-0.002228799806302854,-0.004846661681164061,0.005191152277693651,-0.0018027280084785522,-0.0,0.0,0.0,0.0,0.0,0.0
D1/D17d-D4-D1r-D17e-D17j-D17c-D17l,872299,-0.5093667915216643,0.09643506222920628,0.021620899099451113,0.009915193113844882,-0.007805309355242638,-0.0006733013791605757,-0.0031388374857655383,0.00042337923137803467,-0.000752734923614869,-0.00026904512637570226,-0.0001323378466414877,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c-D2-D17d,872304,-0.0027765065388317607,-0.018299669538423997,0.03374378724405994,0.00014788793287665418,0.0003122424821735786,0.012610450440361786,0.006717776761107914,-0.011506620610051284,0.0062239068315579175,0.0018607467514908593,0.0013369543059488615,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D2-D5,872327,0.06690606500050596,-0.10030373572674132,0.006355301433637131,0.06454136945325603,0.03523476257834921,-0.008836527976552641,0.010596952894622258,0.0028678370682967058,-0.0009166774677918815,-0.00040766512933690537,0.0002787184339768122,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D2-D1c-D1ip,872334,0.047438885806755586,-0.05714404351678949,0.012892389879944217,0.002176101005329448,0.030893226039298324,0.014207478798016196,-0.023603067283430767,-0.0034980419724810136,-0.0011835114018764895,0.0005988504032890127,0.0004473122412798049,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4c-D1c-D17d-D1r-D17c-D17e,872392,-0.12909910868404514,-0.019858741687433516,0.04340233363321251,-0.03377437913887207,0.017520627056992817,-0.019621176757991174,0.00481886648356058,-0.0077346363147926915,0.0032741047088384154,4.6442405846854496e-05,-3.9857503513882e-06,-0.0,0.0,0.0,0.0,0.0,0.0
D1-D4-D4f-D1c,872429,0.03809148383054171,0.01651383759449545,-0.01992811452841611,0.12706536940533988,-0.031242305626566384,-0.005001971788169153,-0.0016863889941492597,-0.0010355771970533515,-3.520938579882455e-05,-0.0001184931816352652,-4.6161388992250636e-05,-0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.6218134128221119,0.2079107372396703,0.10390392580778408,0.04719532263475464,0.010680729390735992,0.004867947700241902,0.0018169823443225756,0.0009468018014309892,0.0007157138055318112,0.00011836279622015559,3.006365719569697e-05,0.0,0.0,0.0,0.0,0.0,0.0
