sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
C3-C21-C3hj-C3an,871435,-0.026952769060482128,-0.006451142779922806,0.003720716921054279,-0.0024606558133502938,0.002440154565135906,-0.002565139148457409,-0.00010169427562364428,0.0022332571646636445,-0.00031991298416365676,-0.0019389739078228508,0.00036995658004209265,-0.002036167793870625,0.0011659143578744264,-2.416358552166301e-05,6.331057769056955e-05,-2.36901964947902e-05,-1.719080489253407e-05,-0.0002820953279619954,0.0015743646849853356,0.0002522287747956415,-2.8642405874706756e-05,-0.0002951410908278994,3.9692863401930774e-05,0.004028226764888685,-0.0002336645599926383,-8.319620927856892e-05,-3.1019873560018512e-09,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3xs-C3yu-C21-C3zt,871438,-0.06074839591320679,0.0064839582384289655,0.04249432660582324,0.06369976283767581,0.0029699146347329747,-0.006625097428459275,-0.016253436586829633,0.014935618611274805,-0.0004664960166703257,-0.011973246057767306,0.003065334231999009,0.004963848423220504,-0.0003959642015981058,3.576264428116128e-05,-0.00023182596906805663,8.937158086438933e-05,-8.965008153069349e-05,-7.779366726463506e-05,-5.1236514341704436e-05,-0.0008884553522979098,3.5203318706256263e-06,0.00031531016956724654,5.011038199536119e-06,8.088655059750055e-05,-9.275396555190857e-05,-9.790521639595569e-06,-8.935473054856198e-07,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3hj-C21-C3xs-C3yu,871440,-0.038052560998671305,-0.002134265851716318,0.01700883479031906,0.021369522567445554,0.0026935443404579634,-0.004252689238654941,-0.007254319821546624,0.007711586164322799,-0.0009109065165128129,-0.006789601845722213,0.0016817862466490799,0.002293616836241129,-0.003563600936900877,8.75222846797351e-05,0.00012509908352943523,-1.7528326934964414e-05,-2.1312310640989984e-05,-0.00010353683983682586,0.0009856509047309384,-0.001031349343879498,-4.973775772242168e-05,-0.00022194596212598135,-6.268907062882018e-05,0.00025280436937203906,0.00043387212894882034,3.491950287035948e-05,2.388468265723687e-06,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3ga,869982,-0.030410191456778476,-0.00512043872679501,0.005885787757962986,-0.0014717660090076965,0.0021248094228845755,-0.002076832257975155,0.0029092116439140693,0.0016438664190350928,-0.0003955372112265907,-0.0017880789914513748,0.000400884375474533,-0.0008695641137185063,-0.0026685006124452276,0.0001663476908562611,0.0015693288133755698,-0.0005406801602860986,0.0009125490357074868,0.0032067869975165772,-0.013855588218093354,0.007993306912246706,0.0005992541912746353,0.0032469723407210567,0.00012548688459578858,0.0010344341138671307,7.192696196620692e-05,1.628724964096193e-05,3.298111318602201e-08,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C3/C1b,870531,0.005615940298370089,0.00018568703793523064,-0.0028438180158296923,-0.0015604177910676072,0.0012549663121942864,0.0003683541448414455,-0.003579160079842104,-0.0036562590011639975,-0.0004268806543022646,-0.0016240166077426425,0.001460548596444274,-0.0022304289979343498,-0.0027721707130487047,0.002629201446201199,-0.00018563692177708696,0.0007665050600956407,0.000693752987262856,0.0004969224126827745,0.002430677414947644,0.0016621776392702185,0.0005125939062674311,-0.00020776717792325442,-0.0026490415674303353,0.00032395813554020515,0.0008736703726310188,1.1292814078149184e-05,6.06586908126894e-07,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3de-C3bb-C21ae-C3an-C3s-C21-C3dk,871064,-0.03553266218614361,-0.003592371205417229,0.012183815684415952,-0.006397970948210115,0.0024151596610328657,-0.002852274774716667,0.00932116871082452,0.0034116194905553106,0.010495876197272987,6.50320834054844e-05,-5.456706430872568e-05,-0.004552527681973459,0.014629106415198297,-0.00029569311791909086,-0.0010789438865454013,0.00031412323152846483,-0.00041521683714244254,-0.0013411034285279262,0.00414572658576372,-0.0005158564913915114,1.0899096151857479e-05,0.008933436729103903,-7.53570716869492e-06,0.0027460033969886463,1.9166248510311392e-05,0.00013676411689091716,-1.9722612942995643e-07,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3fc-C21-C3an-C3b-C3bb-C3s,871067,-0.0319120894963161,-0.0049033762961712465,0.007026939930386056,-0.0014522829337262737,0.0023144163984783177,-0.002487976575912455,0.005328023896995842,0.002383572711631464,0.0013237088476134257,-0.002463060755227434,0.0005836634203842902,-0.0046871771364183044,0.01548011846846129,-0.00019573517999830784,-0.00028607934505682817,6.357813736378539e-05,2.3104816008288092e-05,0.00042671587754012757,-0.0026020460090694043,-0.00014907768621581565,3.3037682166932814e-05,-0.007323954831421826,8.024458585253294e-05,-0.0008888666038939695,0.00011381975747404596,0.0005719057296620143,-7.032209371327332e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C21-C3xx-C3cl,871071,-0.043037753446811,-0.0010708296131471484,0.01538492734426491,0.001565638957175078,0.0019102607105421277,-0.0021156840181927273,0.034341537905327575,0.003960460931724873,0.03700858781478942,0.008870047451822538,-0.0020427719114073837,0.002616203291395026,-0.008635472947145858,3.9286424967001255e-05,-2.5867667530899102e-05,5.2264853745897886e-06,-2.945917815410522e-05,-0.00016115831636329911,0.00044545385237499324,8.163691175652332e-05,-6.247583955083162e-06,-0.0020750788333309335,2.060898212582781e-05,-0.00043770512498326423,1.1296883389736495e-05,-2.728764781492451e-05,5.109303849104182e-08,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1b/C1/C3-C1u,869025,0.01483399667703887,0.007485116249469822,-0.004708422107655375,-0.0012218224810172456,-2.071799615147376e-05,-0.000473034918970811,-0.0033295368374759485,0.002185286512156446,-0.0014318590756706739,0.007933348658291196,0.000867690872267483,0.005153983356270049,0.00017736525765424315,0.006568273175318822,-0.0004438352542557227,0.00962960789373321,-0.001326802377266444,-0.006463353143144281,-0.002684854452633934,-0.0027915922760757906,0.010480772773765721,0.00015417573481308757,-0.0016278747267933745,-2.1173021599937813e-05,-0.00021476051400141653,-1.1040663587895146e-06,1.120043657749879e-07,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C21-C3hj,870080,-0.02483884107112657,-0.007114003288222744,0.002290366525338209,-0.0028611400808303358,0.0024912313992551446,-0.002589111654272358,-0.0025056369458693185,0.0021391276726690045,-0.0012580674395589794,-0.0017765833596825504,0.00029523669355483833,-0.0008241585278138212,-0.005397018160985523,7.535835916155345e-05,0.0003566490188224335,-0.00010976969524899532,4.4664526793407044e-05,-0.0002957293359144659,0.002288087058511606,0.0005750202142621769,-6.148604239035254e-05,-0.000790558893853302,-1.9091350207330377e-05,0.00019353961974164462,-0.0002295670744837381,4.435527294180738e-05,3.2072437354144613e-05,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
