sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
C3-C21-C3hj-C3an,871435,-0.45805009363307464,0.0002293509974514325,0.016310668221818845,0.03323487890417287,0.02347396858926644,2.7547341482357618e-05,-0.029308527704719624,-0.013937413790455745,-0.014542510447819505,5.871322940306527e-16,-0.08648531453884098,-0.0589624284871272,0.010446081485957203,0.033485432067652046,-0.0010510286608028938,0.010847017373297985,0.008984345141131146,0.03561672829725732,0.01803953190144085,-0.006777484361770561,0.02951736437594515,4.98655995627524e-17,0.0012268591026543037,-0.008310493268362883,-0.02197008379908862,0.015741591870087578,-0.006076636209517177,0.03229273920146564,0.005106837778474445,0.003379449850907573,0.006195397923366316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3xs-C3yu-C21-C3zt,871438,-0.43573693924013435,-0.011946849308997922,0.0013313145843114685,0.023828477110568524,0.02177367394853978,0.05848752190034824,-0.14874963849854336,0.01662751880295413,0.00218267310953246,9.736536502083331e-17,0.0007383479375615895,-0.02037370935983333,-0.0024354012003493246,0.00798774765535257,-0.005802090374354427,-0.013002828548729526,-0.008054118837200648,-0.009537022548731969,-0.022485594002101886,0.010459363593231692,-0.012537804272396305,-5.355879459054145e-16,0.021313901118066917,0.0859051887965941,0.06435942034117467,0.033735495128282014,-0.031282749929692696,-0.033326367601170144,-0.009427630528875278,-0.004932492652446673,-0.003713940578276222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3hj-C21-C3xs-C3yu,871440,-0.4527005497607221,-0.003971058271233352,0.011149067885312443,0.03098792272378864,0.02385661725656474,0.02219100581982427,-0.08131737039443708,-0.004600379383774862,-0.010142554339380112,3.616453564075921e-16,-0.06578421191155129,-0.05427569708302462,0.007470502374843252,0.028652629096763912,0.02189863647087492,-0.003565797433396249,0.005187985093511534,0.008286451821029701,0.0016679974059176546,-0.0004773770392166039,0.02874061770001925,8.260182984269525e-17,0.008991444269060483,0.03966372018543494,0.029953223234322496,0.027866391279815057,-0.0056579160579391125,0.04031867920566929,0.030820396014389566,-0.007930670212823213,0.005435533678119614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3ga,869982,-0.44020995805081153,0.0014197710333988189,0.016076460696127528,0.031823025390074026,0.022706837748074436,-0.0014552427879377917,-0.04877258350836632,-0.019228943469899486,-0.020147604372101873,1.0343085789725312e-15,-0.12201819703430787,-0.0851342736025602,0.01506016773032268,-0.005171232392769061,0.05420559448300327,0.00010090458962358548,0.007560579962806163,0.025923895745680103,0.01049174627980992,-0.004738261564465763,0.022112405922014224,3.672266641970047e-16,0.00764417201887284,-0.024223057819691775,0.06544187834716841,-0.07595694714697429,0.06805309604588655,0.002984336096598124,0.0003711626201958746,0.00289590204283237,-0.004122218917606736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d-C42.2-C1-C3cg-C1b-C115k,869474,0.32945345173144946,0.08425588846280163,-0.18569478792238162,0.3873101674813738,-0.04542753471740894,-0.15275005169769573,-0.09080028869419804,-0.23624303346305928,0.013697104067354563,-1.1589924854193197e-15,-0.027354413217438287,0.18448889014338862,0.023218491842796715,0.016076624368619827,0.01630187892215356,0.0547196560004118,-0.07461202480259127,-0.010788278907991375,0.013013708834501548,-0.22613298384942526,0.008679169184621447,2.791662512187542e-16,0.012475945331141911,-0.0035949309315437637,0.007792724200795453,0.008375208961610104,0.003595427171752379,-0.004816258829614099,-0.0011730293618560136,0.0011599757254116005,0.0021199851559670726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C83a-C1dl-C1b-C1ds-C42.2,871552,0.384190511483284,0.38658852000994,0.018578221157124604,-0.09871993077091876,0.02361324737441803,0.03725617725048569,-0.007871483035789396,0.024123965102320722,-0.0072765403488266964,4.768580384163522e-16,-0.03003132296120683,-0.015541905968929844,0.01674286569673263,-0.006464159641417904,-0.06883011993310913,-0.26504277178510066,0.17218039248227487,0.015059635058662124,0.07067088072465276,-0.08164271649285203,-0.00020747361811698277,1.1574461008128811e-16,-0.010852244393633866,-0.010655903367269938,0.00929696012181427,0.017862792740906484,0.00524238832945089,0.0033696778432364904,-0.011199564670124998,0.00014628808701740915,0.0006936333569784906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C3/C1b,870531,0.06076321729076852,0.4257841193727334,0.12969301478008174,-0.14002498464938065,-0.007326099303190568,-0.021416684942021105,0.037497166795599925,-0.011016701613871607,0.028431415689409035,-1.2819697881918498e-15,0.12253385401035391,-0.057393446598849915,0.022834547413687886,0.018752652957245295,0.04376383690424289,0.03605195000381258,0.017791261786296572,0.001039086573487105,0.040783227559284416,0.006544396241167546,0.027770377212386912,3.925337454728159e-16,0.062119076119698476,0.014498160615993747,0.009682750442547464,-0.014601808322964514,-0.010022448390984465,0.0153307272919013,-0.03926538124885629,-0.0013668793883041958,0.002290296218921363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16-C16b-C16d,871563,0.18991127560327659,-0.2486455503714545,-0.26208957322436377,-0.30378463165036845,-0.5223470723430846,-0.17910017898277275,-0.05658295195564316,0.00375929265940033,-0.01922969651197549,8.802611164266634e-16,-0.09538765194621239,-0.01102113717909895,-0.006311011533094428,0.012129567572341276,-0.032353437298732836,0.00302257237617357,0.013861393971327388,0.0004070298505186233,0.012503236831973352,-0.005220716418043084,-0.02045900193054959,-1.3021491349736819e-16,-0.005785477485494144,0.003338247764533984,-0.020636611153832626,0.019779219119462926,0.014793086883144051,0.007906040410092737,0.005317753636219186,-0.003364483304362024,-0.007052838264647905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11,872084,0.19000517454106358,-0.19492093899552418,-0.18051775171796713,-0.043695133852445826,0.009856962400055142,0.2975862363636683,0.16348481823945585,-0.15856710165714333,0.279670519864619,-0.5000000000000108,-0.11022354297667224,-0.016964121261069096,-0.026925617297051615,-0.024943407175869448,-0.003828173572521217,-0.023976215853425447,-0.013593734148899856,-0.0007747395665754881,-0.025534463945141445,0.010239052128246712,0.00010760076531595706,1.4129400147605366e-16,0.005168775862481101,0.003745814242442058,0.001316764923752796,-0.0035867784974342623,-0.0033200614863877417,-5.0655650378695935e-05,-0.00020586407216402472,-0.0002589755716727262,7.720691744176671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3-C3de-C3bb-C21ae-C3an-C3s-C21-C3dk,871064,-0.3371749449005803,-0.011482009917577486,0.0007218364219697195,-0.007737105615160744,-0.008333395235046314,-0.004622886984280781,0.11815680499416197,0.03304642891840064,0.026736721149567995,-8.897450559813826e-16,0.17269875271626378,0.13483177323440168,-0.024090220656343836,-0.08829840851256175,-0.22215742516573475,0.055047267791594884,-0.028856202661168225,0.17392932295698857,0.010246089076744111,0.003184203452004297,0.13803173149251713,-6.843041482020703e-17,-0.005941677166253984,0.008500368756961663,-0.00840566647608377,0.006588361699711532,0.01570908206332067,-0.0009624658316462187,-0.00744981033420016,0.003081111908791123,0.001170854348917319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
