sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1443771,0.20267873956266108,0.04234447086286514,-0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1443784,-9.964168222884104e-05,-0.0847514558353948,-0.0
G3b-G3al-G3fm-G3ay-G3bv-G3bw,1443825,-0.20257909788043219,0.04240698497252973,-0.0
proportion_explained,0,0.8840125089597052,0.11598749104029474,0.0
