sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1443771,-0.1468276444367593,-0.06701879364808204,0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1443784,-0.053783644002296314,0.09153066817902179,0.0
G3b-G3al-G3fm-G3ay-G3bv-G3bw,1443825,0.20061128843905573,-0.024511874530939858,0.0
proportion_explained,0,0.8276720095537862,0.1723279904462139,0.0
