sample,analysis_type_uid,PC1,PC2,PC3
G3b-G3al-G3ay-G3bs-G3bd-G3bu,1443771,0.13441015370735818,0.007541194258023694,-0.0
G3b-G3al-G3ay-G3bv-G3bw-G3bs-G3bd,1443784,-0.058008222712216506,-0.0864303629386298,-0.0
G3b-G3al-G3fm-G3ay-G3bv-G3bw,1443825,-0.07640193099514157,0.07888916868060612,-0.0
proportion_explained,0,0.6647743835264689,0.33522561647353105,0.0
