sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76
B1-B1br-B1dr-B1by-B1bw-B1dq,868887,-0.33939018484169564,0.06094129392018668,-0.00036948173370035666,-0.01186099402077341,-0.007732016121094816,-0.10007322569161801,0.0379626913300284,0.011808779307232602,-0.0021095453007050837,0.001925285558743238,-0.001955224740538073,1.4366813753692895e-17,1.0252085890206106e-16,0.0032186643864594096,0.0059952663980273315,-0.08481604376291976,0.01720685164806844,-0.006567316080073196,0.13412097278145774,-0.012409066475513677,-0.0010553318038601944,0.028940593289034245,-0.00973099939957721,0.024773540440669727,-0.03269742200983493,0.004179215205940941,-0.005343811584794625,-0.004111018920495446,0.0003660272324903675,0.0006948416419943508,0.004340394759751379,-0.010339604584989032,0.03329668307043218,0.05056672524779201,-0.0001422358288897745,0.0006114763040380273,-0.0046299543127059205,-0.010733449185069457,-0.00032973525642413307,-0.0031426020190271583,0.005868039759587655,0.019483607384151117,2.1983622632735862e-05,-2.064526711740758e-15,0.002903671968985834,0.0025066608958846785,1.8264875028978322e-05,0.0005742465188254905,0.0010239263399304946,-0.0017866705682524136,0.0021587779769925313,0.0033591457833538336,9.392867512822118e-05,-7.000842431083031e-08,-0.000999830038963093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6e-B6o-B6p-B19i-B6,868895,0.2860691289231335,-0.2824428812143652,-0.4602470967307577,-0.2163942181954432,-0.08804651418029673,-0.007771975843976849,-0.016723052743515494,0.0013837027254641648,-0.09412244138050388,-0.29479054401749605,-0.041115691000614074,7.725691277401714e-17,1.5267323350503015e-16,-0.006583537608174441,0.009343292952210702,0.0018102065839806347,-0.006535022012544384,-0.033008454921893464,0.010666514479457358,0.14375819904352535,-0.266874865092673,-0.007497042617030086,0.013367968255896295,0.010265966461924661,0.0008654632700451601,-0.00021318150687602518,7.175713111065728e-05,0.0025322766310301704,-0.00037743084248458513,-0.0006462937543674682,-0.0020747909330119294,0.00045992446902518437,0.0015199336718067435,-0.000505500807814801,-0.0010248978096998153,0.0077055175628210045,0.002627286221280174,-0.00018982701365606532,0.00018399234998990257,0.0002773371096760734,-0.0002107455107937012,-5.0922167877369095e-05,9.525349407991777e-06,2.8679802067740335e-16,0.00011074951155529798,-5.307502744913891e-05,0.00016565795856478876,-1.708779679461373e-05,0.00012988599355778332,2.5734584599957596e-05,-1.790653195727722e-06,1.7414103180084395e-06,-9.44189295976876e-07,-4.102201339429628e-10,-5.951229728362587e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1/B1cg-B1fc,868903,-0.2401748422944664,0.013135582369940802,-0.009956123386173828,0.0236751744968749,0.016387954063139396,0.1355574710041878,-0.010821442398926292,0.037295139740718915,-0.0051702319492790425,0.0458668389674103,-0.29119440648928757,-1.5051964618930748e-16,3.396395265710277e-16,-0.2521045776288064,-0.08103261377369135,-0.0033986840303151175,0.005973487526700803,0.00910765611821818,-0.0009474492633537628,-0.007489227697689617,-0.0037353087075144573,0.00802536843128628,-0.002801069116528098,0.011568614547359008,0.020452970180108856,-0.0032466151911199202,0.013785788160158945,0.04038435531836526,0.031358524959259476,0.042846735649652405,0.03039723990769389,-0.002449620621711681,0.008551044024938403,-0.011349599615832453,0.0010928827227714732,-0.006241624096855277,0.014683521144497317,-0.005027289228036978,0.0006503633418036896,0.008218708937591747,-0.006245488247304333,0.0017844268304129229,-0.00029644001666837504,-1.516041853544118e-16,0.004569145135085001,-0.00014864506364221588,-0.002359228774282324,4.8487017715991555e-05,-0.0038968506322722397,-0.0028075401845089614,-0.0014471375687871554,-9.690825559470766e-05,-5.271129346739308e-05,5.318334212109874e-08,-0.0005393529257097907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1-B1br-B1dq,868908,-0.3453522151093821,0.06331884823632485,0.0010046200481484198,-0.015123239846855482,-0.010148461574617412,-0.13325976181344057,0.05351597896094861,0.015936894852734362,-0.0014539333727686104,0.002450262302759007,-0.004902190186425627,-5.5536470333407705e-18,-6.141526596171401e-17,0.002442446293715788,0.0015891973861841449,0.07057400257952283,0.005482451051150162,-0.0007451710440213408,0.07241903611065278,-0.010481770697554425,-0.0013282719988957537,0.0026730712477223135,-0.004053205286218019,0.01291496273859933,-0.02089313065017436,-0.0016177144649198083,0.007830481625681387,0.0025587382311094775,-0.0018710218453771347,-0.0025229380055026784,-0.0035494765120026974,-0.007623647130982372,0.0012878863321732683,-0.003728421667437851,-0.0008949999751852013,0.0013343788160538606,-0.0026701621987716985,0.0010319042344850294,-0.0006014297774827127,-0.0060132696898063135,-0.0005443965221245791,-0.00028269856943814,0.00041917616992006446,-2.711938516057825e-15,-0.011260382451681832,0.008207350953503747,-0.0067212558135350715,-0.003448884434720198,-0.002475913142946793,0.010750732247710138,-0.014841128079916886,0.020001962137672937,0.0010622768688624824,-5.509201537743997e-07,0.003115022314280547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B10-B10a-B1,868909,0.1114525315591214,-0.16103649768889294,-0.06301718876948752,0.08282123192015595,0.046568394621419436,0.08679132392056912,0.044863150611057646,0.04473946695699032,-0.1378224535477129,0.13346100001058028,-0.350653156173188,1.8328447988292017e-16,-3.3996467028433013e-16,0.5158852272633893,-0.1613902803562991,0.00024047833532723302,0.001258059355119455,-0.0004129523329204445,-0.000966608583042969,-0.0005368413548629098,-0.004559031086718139,-0.003673596636528264,0.0033781533522935295,0.015714805710092383,0.007106638591763528,-7.10367432269503e-05,-0.002128840259848469,0.00998269038317866,0.011898995271450677,0.013849918458691853,-0.0008016075528815299,-2.5729396942467144e-05,0.0008809835659141336,-0.0008998724528764379,0.002645295515232296,-0.002394036152212573,0.0002185309737806278,-7.979914602016384e-05,0.0005980159482021748,0.0005780255512454936,-0.00044118487703241865,-0.0002309678737043661,2.3115241721379065e-06,2.4698879870250157e-16,0.00041580286241395725,-0.00022758618548486252,0.0005451196811625556,-7.412106313903146e-05,0.0006488619650809243,0.00016058466448278286,1.791950302046088e-05,-1.3541495951096744e-05,-5.593142366045911e-06,2.490256918474638e-08,2.6969179040923563e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5-B1fx-B5ds,868911,0.558995909077611,0.3009007827045003,0.06610848725190903,-0.17007664174937584,0.21310801832639162,0.01891730374712701,0.0533932566153499,0.0004203551308418963,-0.0019965421911489725,0.000662073404689903,0.014932267463361923,1.165073972562938e-17,-1.2268211362682195e-16,0.006043683656782571,0.0015867936016868366,-0.0005529792439300555,0.002034108212494725,-0.028917348588535903,-0.012175586175570583,-0.09279848662787199,-0.04355942824816443,0.013528934779542855,0.01158760280618475,-0.023539596879326954,-0.013287596549803394,0.0018995016824841545,-0.012831801073606463,0.01634791293632409,-0.005110174935429462,0.012435687855295552,-0.01418485446209606,0.0016741857995994655,0.0028760295201858254,5.540486088895903e-05,-0.018140888553271808,-0.0030710542583274433,0.00017869541501075814,0.00015871670401120634,-0.01066697869425566,0.0027368256975509693,-0.002100594972921395,0.0018599794018754807,-0.04866911261558415,7.137820495178114e-15,-0.0025947396033990902,0.00019761613802948705,-0.0013598645382340898,7.822658775224288e-06,0.002824893996653543,0.0020231863478240367,0.001009586291616268,0.00018115223391159053,4.134102196284915e-05,-3.5576982542242914e-08,0.0002093281026961399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5/B1-B1do,868917,0.27764786354214666,0.08528860513150473,0.3676302952595494,-0.1458675529925071,0.010093971570948773,0.02310862109954051,-0.03218099811702351,-0.035250853739190846,0.0719776008561504,-0.020775053544733652,-0.07248340875925892,-1.1481625373614498e-16,1.3639419378916903e-16,-0.025438225353853428,-0.02333723942793212,0.0020654300758119627,-0.011727055599738061,-0.05577532340510088,0.0071417677033798616,0.05523489174417898,0.014032474446552949,0.014695357967234026,0.022985278580788783,-0.056456468971950474,-0.007545156499376928,0.002367142613748231,0.0026882928777393895,-0.0632366098084502,0.002845709149328155,-0.0034933799569678756,-0.005104666138708486,-0.001593449825548644,-0.011511578803643868,0.007113041551068658,0.003526261248160562,0.0014834304808489314,-0.004071158285992322,0.0015282607837433283,0.0003907497396550713,-0.0015684300920209217,0.0011817714088382465,-0.0018326206248010638,0.0009912465441672086,8.573282061160696e-16,-0.0017368087998180935,-0.0007882576717274407,0.006692327301965193,-0.0004081192857217908,0.004733073846557086,0.0017777844099130765,0.0005638297293608846,7.85135099743998e-05,-2.3094620535247996e-06,-3.925367746096036e-08,6.915496136361096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1/B19,868918,-0.22363542555625793,0.014058350842318608,-0.03858973680646452,0.1495068685732838,-0.04902629256538049,0.2198597437051088,0.328383119399143,-0.056348908828262545,0.18832130107661563,-0.05430260285620029,-0.00815327285168172,2.0731920899327103e-17,2.0078331771727374e-17,-0.01892347759446835,0.006505199759382287,0.0025742887902972336,-0.016108116300592553,-0.015111301510511658,0.01162299187679027,0.029720572323942488,0.0031544051226266223,0.04150796040481125,0.014082852373951044,-0.05314362798113412,0.0015568900821542133,-0.0010135308740565484,0.010595067198618125,0.001387685928174117,0.0073726179416216285,0.01325150208222054,0.02093629639962829,-0.0018936589914440906,0.0023795591952279226,-0.004833350111555851,0.0006857616909635866,-0.002493203050850778,0.0069466777287058405,-0.0018934882624181354,0.0005352417902754592,0.0036104544923650423,-0.0027474017674051963,-3.5291111978348934e-05,-9.80727629691086e-06,2.1731353280734956e-16,0.0018853725761397216,-0.0005615058609441939,0.0012934029703235885,-0.00021006180954882098,0.0019164105340435341,0.00042130654999090523,-1.3297207851312437e-05,0.0001087353309611871,-8.769917315887773e-06,-3.598736656070523e-08,-0.00019953936378355503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5/B5p,868925,0.5938524133576267,0.34124097034571044,0.06510105773048704,-0.022203620317069978,-0.0217147044069716,-0.023668412254568397,-0.03473231420434794,0.004794235583133356,-0.0015972771537171228,-0.0019187927356015802,0.00544862908945075,1.7971482140620877e-16,-5.571449064016302e-17,0.0006514390426176163,0.002072750876022331,2.9992970326376947e-05,-0.0023501974488650415,-0.0648668049156166,-0.010065643967626546,-0.05757686392010307,-0.020867351217915123,-0.004529584328648457,-0.004981922954779681,0.06679332198577374,0.035593157976946586,-0.0051481118551654865,0.03346526219338997,-0.03264091237827736,-0.024748153661576365,-0.02110916040050431,0.04508525747384369,-0.004366965947778648,-0.0041415397449833845,-0.0024433922529864902,-0.0009981876233710921,-0.0036953651158930165,0.006780504415714282,-0.0015876120114411971,-0.0023642580515377894,0.0034397208096905857,-0.0026117838539511935,-0.0001674468476515237,0.0018892502465287027,3.6618349661386587e-16,0.00040334074068259417,-0.00018228232468304288,0.0035696639240797995,-1.601273017717864e-05,-0.004309931999600168,-0.0029821604319142697,-0.0014439045787532116,-0.0002867910401829581,-5.3970213332065954e-05,7.705417812974016e-08,-0.00024279343405140627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5-B5dr,868929,0.5588572028695046,0.3007093632206927,0.06603897821346334,-0.16975257579427758,0.21266494050370105,0.018871111334952756,0.05324744088995122,0.0004190450288278786,-0.0019896935159619974,0.0006595052340436853,0.014874306455507727,-6.875891281984622e-17,1.845155632566417e-16,0.006014859958834466,0.001577096198490461,-0.0005488843189364543,0.0020157271610733076,-0.02864535349800756,-0.012052717987690186,-0.0918385136547375,-0.043100822726553724,0.013386108063833758,0.011473262002511272,-0.02364525944817509,-0.013785693045154184,0.002000196426415243,-0.014244191405992496,0.02030007615830459,0.031575888227015965,-0.02324261511610875,-0.005579128736554305,0.0008122537910459543,0.0014822795709391462,2.913073946057777e-05,-0.009029883040706446,-0.0014814484684803947,8.123918302060902e-05,5.9567641780349534e-05,-0.0026307890916384817,-0.0001517789438377211,0.0001241223352884563,-0.0010729426367158672,0.043754414095971035,-8.536512876860737e-15,0.009765395459584828,-0.0010607530640211614,-0.013976156397270746,2.346499759790443e-05,0.006075998940288536,0.004031538093701354,0.0019487026795980082,0.00029999845331168295,6.572254544567066e-05,-5.231477002395054e-08,0.00029662264828136183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
