"","sample_name","collection_date","collection_site","collection_latitude","collection_longitude","species_code"
"269","KL-343",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"270","KL-015",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"271","KL-366",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"272","KL-367",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"273","KL-003",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"274","KL-025",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"275","KL-27",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"276","KL-29",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"277","KL-396",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"278","KL-376",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"279","KL-377",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
