"","year","era","OTU","Sample","Abundance","sample_name","collection_date","collection_site","collection_latitude","collection_longitude","species_code","associated_species","clade","its2_profile_abundance_db","its2_profile_abundance_local","its2_type_profile","majority_its2_sequence"
"228","2003","historical","868342","KL-426",357,"KL-426","20030523","Tavernier Rocks","24.93535","-80.54961","SRAD","None","A","10","7","A3-A3bi-A3cy-A3au","A3"
"229","2003","historical","868993","KL-421",308,"KL-421","20030522","Pickles","24.98698","-80.41486","OFAV","None","B","9","5","B19au","B19au"
"230","2003","historical","871767","KL-422",205,"KL-422","20030522","Pickles","24.98698","-80.41486","OFAV","None","C","127","2","C3","C3"
"231","2003","historical","868943","KL-421",122,"KL-421","20030522","Pickles","24.98698","-80.41486","OFAV","None","B","19","5","B19","B19"
"232","2003","historical","868993","KL-422",109,"KL-422","20030522","Pickles","24.98698","-80.41486","OFAV","None","B","9","5","B19au","B19au"
"233","2020","contemporary","868931","KL-CP-54",55561,"KL-CP-54","20201012","Cheeca","24.90400","-80.61686","DSTO","None","B","106","23","B1","B1"
"234","2020","contemporary","868831","KL-PR-10",37399,"KL-PR-10","20201012","Pickles","24.98698","-80.41486","MCOM","None","B","9","3","B1cg/B1-B1fc-B5dj","B1cg"
"235","2020","contemporary","868131","KL-CP-18",34603,"KL-CP-18","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"236","2020","contemporary","868171","KL-CP-17",33136,"KL-CP-17","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"237","2020","contemporary","872265","KL-CP-8",31935,"KL-CP-8","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"238","2020","contemporary","868131","KL-CP-20",31499,"KL-CP-20","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"239","2020","contemporary","872101","KL-CP-5",28615,"KL-CP-5","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"240","2020","contemporary","872265","KL-CP-55",28248,"KL-CP-55","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"241","2020","contemporary","868870","KL-CP-26",27981,"KL-CP-26","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"242","2020","contemporary","868870","KL-CP-7",27921,"KL-CP-7","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"243","2020","contemporary","868131","KL-CP-3",27563,"KL-CP-3","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"244","2020","contemporary","868870","KL-CP-33",27433,"KL-CP-33","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"245","2020","contemporary","872101","KL-CP-29",26057,"KL-CP-29","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"246","2020","contemporary","872101","KL-CP-10",25208,"KL-CP-10","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"247","2020","contemporary","868870","KL-CP-4",25076,"KL-CP-4","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"248","2020","contemporary","868131","KL-CP-41",24684,"KL-CP-41","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"249","2020","contemporary","868319","KL-PR-4",24046,"KL-PR-4","20201012","Pickles","24.98698","-80.41486","SINT","None","A","69","14","A3-A3bi-A3au-A3av-A3cy-A3aw","A3"
"250","2020","contemporary","868971","KL-CP-9",23509,"KL-CP-9","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","6","4","B1do","B1do"
"251","2020","contemporary","868870","KL-CP-39",22621,"KL-CP-39","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"252","2020","contemporary","869064","KL-PR-6",22551,"KL-PR-6","20201012","Pickles","24.98698","-80.41486","PPOR","None","C","107","1","C42.2-C120b-C120c-C120d-C42c-C42d","C42.2"
"253","2020","contemporary","868870","KL-CP-45",22546,"KL-CP-45","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"254","2020","contemporary","868870","KL-PR-9",22538,"KL-PR-9","20201012","Pickles","24.98698","-80.41486","DSTO","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"255","2020","contemporary","872265","KL-CP-70",22492,"KL-CP-70","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"256","2020","contemporary","872101","KL-CP-14",22482,"KL-CP-14","20201012","Cheeca","24.90400","-80.61686","AAGA","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"257","2020","contemporary","868870","KL-CP-36",22382,"KL-CP-36","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"258","2020","contemporary","868830","KL-CP-69",21664,"KL-CP-69","20201012","Cheeca","24.90400","-80.61686","PSTR","None","B","40","6","B1-B14d-B14b-B1co-B1x-B1ai-B1j-B14i","B1"
"259","2020","contemporary","868131","KL-CP-72",21614,"KL-CP-72","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"260","2020","contemporary","872101","KL-PR-3",21589,"KL-PR-3","20201012","Pickles","24.98698","-80.41486","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"261","2020","contemporary","868870","KL-CP-11",21527,"KL-CP-11","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"262","2020","contemporary","868870","KL-CP-1",21255,"KL-CP-1","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"263","2020","contemporary","868870","KL-CP-87",21187,"KL-CP-87","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"264","2020","contemporary","868869","KL-CP-6",20711,"KL-CP-6","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"265","2020","contemporary","868870","KL-CP-12",20246,"KL-CP-12","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"266","2020","contemporary","868870","KL-CP-38",20136,"KL-CP-38","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"267","2020","contemporary","868870","KL-CP-31",19971,"KL-CP-31","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"268","2020","contemporary","868870","KL-CP-16",19770,"KL-CP-16","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"269","2020","contemporary","872265","KL-CP-53",19448,"KL-CP-53","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"270","2020","contemporary","872097","KL-CP-59",19410,"KL-CP-59","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"271","2020","contemporary","871064","KL-CP-44",19195,"KL-CP-44","20201012","Cheeca","24.90400","-80.61686","MCAV","None","C","87","1","C3-C3de-C3bb-C21ae-C3an-C3s-C21-C3dk","C3"
"272","2020","contemporary","872101","KL-CP-74",18438,"KL-CP-74","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"273","2020","contemporary","868870","KL-CP-68",18422,"KL-CP-68","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"274","2020","contemporary","868870","KL-CP-58",18215,"KL-CP-58","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"275","2020","contemporary","868870","KL-CP-80",18076,"KL-CP-80","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"276","2020","contemporary","868128","KL-CP-47",17967,"KL-CP-47","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","15","9","A4-A4a-A4.3-A4s-A4e","A4"
"277","2020","contemporary","868870","KL-CP-64",17960,"KL-CP-64","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"278","2020","contemporary","872101","KL-PR-5",17359,"KL-PR-5","20201012","Pickles","24.98698","-80.41486","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"279","2020","contemporary","868171","KL-CP-32",17047,"KL-CP-32","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"280","2020","contemporary","868872","KL-PR-1",16647,"KL-PR-1","20201012","Pickles","24.98698","-80.41486","MDEC","None","B","5","4","B7-B7d","B7"
"281","2020","contemporary","872265","KL-CP-22",16356,"KL-CP-22","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"282","2020","contemporary","868869","KL-CP-48",16016,"KL-CP-48","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"283","2020","contemporary","868869","KL-CP-65",15820,"KL-CP-65","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"284","2020","contemporary","868171","KL-CP-82",15807,"KL-CP-82","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"285","2020","contemporary","868764","KL-CP-62",15656,"KL-CP-62","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","67","11","B1-B1by-B1bw-B14h-B1x-B1dm-B1au","B1"
"286","2020","contemporary","868911","KL-CP-49",15650,"KL-CP-49","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","2","1","B5-B1fx-B5ds","B5"
"287","2020","contemporary","868869","KL-CP-51",15487,"KL-CP-51","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"288","2020","contemporary","868127","KL-CP-28",15081,"KL-CP-28","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","3","3","A4-A4.3-A4a-A4e","A4"
"289","2020","contemporary","868171","KL-CP-35",14931,"KL-CP-35","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"290","2020","contemporary","868764","KL-CP-67",14826,"KL-CP-67","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","67","11","B1-B1by-B1bw-B14h-B1x-B1dm-B1au","B1"
"291","2020","contemporary","868870","KL-CP-46",14547,"KL-CP-46","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"292","2020","contemporary","868869","KL-CP-13",14502,"KL-CP-13","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"293","2020","contemporary","868971","KL-CP-52",14457,"KL-CP-52","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","6","4","B1do","B1do"
"294","2020","contemporary","868869","KL-CP-57",14304,"KL-CP-57","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"295","2020","contemporary","868774","KL-CP-90",14068,"KL-CP-90","20201012","Cheeca","24.90400","-80.61686","PCLI","None","B","22","1","B1-B1x-B1ao-B1ai-B14e-B1j-B1am-B14b","B1"
"296","2020","contemporary","872101","KL-CP-37",14038,"KL-CP-37","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"297","2020","contemporary","868675","KL-CP-24",13984,"KL-CP-24","20201012","Cheeca","24.90400","-80.61686","OANN","None","B","10","4","B1/B1au","B1"
"298","2020","contemporary","868869","KL-CP-89",13798,"KL-CP-89","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"299","2020","contemporary","872101","KL-CP-75",13313,"KL-CP-75","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"300","2020","contemporary","868171","KL-CP-34",13165,"KL-CP-34","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"301","2020","contemporary","868869","KL-CP-63",13142,"KL-CP-63","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"302","2020","contemporary","868128","KL-CP-19",13033,"KL-CP-19","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","15","9","A4-A4a-A4.3-A4s-A4e","A4"
"303","2020","contemporary","868171","KL-CP-84",12945,"KL-CP-84","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"304","2020","contemporary","868658","KL-CP-40",12942,"KL-CP-40","20201012","Cheeca","24.90400","-80.61686","SBOU","None","B","14","2","B1-B1dl-B1r","B1"
"305","2020","contemporary","868831","KL-PR-11",12250,"KL-PR-11","20201012","Pickles","24.98698","-80.41486","UNK","None","B","9","3","B1cg/B1-B1fc-B5dj","B1cg"
"306","2020","contemporary","868764","KL-CP-43",12068,"KL-CP-43","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","67","11","B1-B1by-B1bw-B14h-B1x-B1dm-B1au","B1"
"307","2020","contemporary","868869","KL-CP-86",12016,"KL-CP-86","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"308","2020","contemporary","868171","KL-CP-23",12007,"KL-CP-23","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"309","2020","contemporary","868131","KL-CP-42",11658,"KL-CP-42","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"310","2020","contemporary","872265","KL-CP-77",11317,"KL-CP-77","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1101","20","D1/D4-D4c-D2-D1c-D1h","D1"
"311","2020","contemporary","872097","KL-CP-43",11112,"KL-CP-43","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"312","2020","contemporary","868866","KL-PR-7",10895,"KL-PR-7","20201012","Pickles","24.98698","-80.41486","OFAV","None","B","13","12","B1-B1fu-B1fv","B1"
"313","2020","contemporary","868869","KL-CP-61",10755,"KL-CP-61","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"314","2020","contemporary","872101","KL-CP-21",10177,"KL-CP-21","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"315","2020","contemporary","872101","KL-CP-27",9536,"KL-CP-27","20201012","Cheeca","24.90400","-80.61686","OANN","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"316","2020","contemporary","868675","KL-CP-27",9196,"KL-CP-27","20201012","Cheeca","24.90400","-80.61686","OANN","None","B","10","4","B1/B1au","B1"
"317","2020","contemporary","868869","KL-CP-15",8962,"KL-CP-15","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"318","2020","contemporary","868869","KL-CP-71",8275,"KL-CP-71","20201012","Cheeca","24.90400","-80.61686","SINT","None","B","26","23","B5-B5dr-B1fx-B5ds-B5cp","B5"
"319","2020","contemporary","872625","KL-CP-31",8207,"KL-CP-31","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","57","4","D1-D4-D4c-D1hg-D1c-D2","D1"
"320","2020","contemporary","868870","KL-CP-81",7963,"KL-CP-81","20201012","Cheeca","24.90400","-80.61686","MANG","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"321","2020","contemporary","868171","KL-CP-60",7212,"KL-CP-60","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"322","2020","contemporary","872101","KL-CP-85",7080,"KL-CP-85","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"323","2020","contemporary","872101","KL-CP-76",6887,"KL-CP-76","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"324","2020","contemporary","868127","KL-CP-79",6759,"KL-CP-79","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","3","3","A4-A4.3-A4a-A4e","A4"
"325","2020","contemporary","869474","KL-CP-73",6542,"KL-CP-73","20201012","Cheeca","24.90400","-80.61686","PAST","None","C","13","3","C1d-C42.2-C1-C3cg-C1b-C115k","C1d"
"326","2020","contemporary","872097","KL-CP-81",6363,"KL-CP-81","20201012","Cheeca","24.90400","-80.61686","MANG","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"327","2020","contemporary","868129","KL-CP-83",6332,"KL-CP-83","20201012","Cheeca","24.90400","-80.61686","PAST","None","A","7","7","A4-A4.3-A4e","A4"
"328","2020","contemporary","868443","KL-CP-55",6150,"KL-CP-55","20201012","Cheeca","24.90400","-80.61686","OFAV","None","A","23","3","A13","A13"
"329","2020","contemporary","872101","KL-CP-78",6101,"KL-CP-78","20201012","Cheeca","24.90400","-80.61686","UNK","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"330","2020","contemporary","868443","KL-CP-25",6046,"KL-CP-25","20201012","Cheeca","24.90400","-80.61686","CNAT","None","A","23","3","A13","A13"
"331","2020","contemporary","872097","KL-CP-67",4947,"KL-CP-67","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"332","2020","contemporary","868858","KL-CP-22",4887,"KL-CP-22","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","8","2","B1-B1br-B1dr","B1"
"333","2020","contemporary","872097","KL-CP-12",3914,"KL-CP-12","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"334","2020","contemporary","872097","KL-CP-2",3641,"KL-CP-2","20201012","Cheeca","24.90400","-80.61686","OFAV","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"335","2020","contemporary","868870","KL-CP-76",3617,"KL-CP-76","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","33","29","B1do-B1-B1fw-B1ei-B1ej","B1do"
"336","2020","contemporary","868803","KL-CP-29",3483,"KL-CP-29","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","40","6","B1-B1by-B1bw-B1au-B14h-B1dm-B20b","B1"
"337","2020","contemporary","868625","KL-CP-85",3209,"KL-CP-85","20201012","Cheeca","24.90400","-80.61686","DLAB","None","B","27","5","B1-B1g","B1"
"338","2020","contemporary","872625","KL-CP-68",3175,"KL-CP-68","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","57","4","D1-D4-D4c-D1hg-D1c-D2","D1"
"339","2020","contemporary","868858","KL-CP-70",3035,"KL-CP-70","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","8","2","B1-B1br-B1dr","B1"
"340","2020","contemporary","868803","KL-CP-21",2931,"KL-CP-21","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","40","6","B1-B1by-B1bw-B1au-B14h-B1dm-B20b","B1"
"341","2020","contemporary","869067","KL-PR-8",2607,"KL-PR-8","20201012","Pickles","24.98698","-80.41486","AAGA","None","C","15","1","C3b-C3-C21-C3ag-C3bb","C3b"
"342","2020","contemporary","868865","KL-CP-25",2521,"KL-CP-25","20201012","Cheeca","24.90400","-80.61686","CNAT","None","B","9","9","B6/B6e/B19af-B6b-B19i-B6a-B6g-B19ag","B6/B6e/B19af"
"343","2020","contemporary","868764","KL-CP-50",2008,"KL-CP-50","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","67","11","B1-B1by-B1bw-B14h-B1x-B1dm-B1au","B1"
"344","2020","contemporary","868800","KL-CP-77",1575,"KL-CP-77","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","8","1","B1-B1x-B1dm-B14h-B1by-B1bw","B1"
"345","2020","contemporary","872101","KL-CP-24",1523,"KL-CP-24","20201012","Cheeca","24.90400","-80.61686","OANN","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"346","2020","contemporary","868887","KL-CP-37",1415,"KL-CP-37","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","9","1","B1-B1br-B1dr-B1by-B1bw-B1dq","B1"
"347","2020","contemporary","869474","KL-CP-63",1154,"KL-CP-63","20201012","Cheeca","24.90400","-80.61686","SINT","None","C","13","3","C1d-C42.2-C1-C3cg-C1b-C115k","C1d"
"348","2020","contemporary","869474","KL-CP-61",914,"KL-CP-61","20201012","Cheeca","24.90400","-80.61686","SINT","None","C","13","3","C1d-C42.2-C1-C3cg-C1b-C115k","C1d"
"349","2020","contemporary","868903","KL-PR-12",830,"KL-PR-12","20201012","Pickles","24.98698","-80.41486","UNK","None","B","3","2","B1/B1cg-B1fc","B1cg"
"350","2020","contemporary","873137","KL-CP-57",788,"KL-CP-57","20201012","Cheeca","24.90400","-80.61686","SINT","None","C","24","1","C42a/C1d/C42.2-C1mt-C1-C1b-C3cg-C1au","C42.2"
"351","2020","contemporary","868908","KL-CP-10",667,"KL-CP-10","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","10","3","B1-B1br-B1dq","B1"
"352","2020","contemporary","868908","KL-CP-53",389,"KL-CP-53","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","10","3","B1-B1br-B1dq","B1"
"353","2020","contemporary","872304","KL-CP-44",341,"KL-CP-44","20201012","Cheeca","24.90400","-80.61686","MCAV","None","D","75","1","D1-D4-D4c-D1c-D2-D17d","D1"
"354","2020","contemporary","869878","KL-CP-65",340,"KL-CP-65","20201012","Cheeca","24.90400","-80.61686","SINT","None","C","6","2","C42.2/C1/C1d-C1b-C1j-C3cg","C42.2"
"355","2020","contemporary","872515","KL-CP-87",273,"KL-CP-87","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","10","1","D1-D4-D1hg-D4c-D1ju","D1"
"356","2020","contemporary","868846","KL-CP-8",242,"KL-CP-8","20201012","Cheeca","24.90400","-80.61686","OFAV","None","B","21","2","B1-B1au-B1by-B1bw-B14h-B1dm-B1fo","B1"
"357","2020","contemporary","872097","KL-CP-58",227,"KL-CP-58","20201012","Cheeca","24.90400","-80.61686","DLAB","None","D","1050","12","D1-D4-D4c-D1c-D1k-D2","D1"
"358","2020","contemporary","868129","KL-CP-43",206,"KL-CP-43","20201012","Cheeca","24.90400","-80.61686","OFAV","None","A","7","7","A4-A4.3-A4e","A4"
"359","2020","contemporary","868971","KL-CP-83",205,"KL-CP-83","20201012","Cheeca","24.90400","-80.61686","PAST","None","B","6","4","B1do","B1do"
"360","2020","contemporary","868971","KL-CP-88",162,"KL-CP-88","20201012","Cheeca","24.90400","-80.61686","MANG","None","B","6","4","B1do","B1do"
"361","2020","contemporary","869878","KL-CP-51",154,"KL-CP-51","20201012","Cheeca","24.90400","-80.61686","SINT","None","C","6","2","C42.2/C1/C1d-C1b-C1j-C3cg","C42.2"
"362","2020","contemporary","872711","KL-CP-73",145,"KL-CP-73","20201012","Cheeca","24.90400","-80.61686","PAST","None","D","1","1","D1-D1as-D6-D1bb-D4","D1"
"363","2020","contemporary","872742","KL-CP-57",91,"KL-CP-57","20201012","Cheeca","24.90400","-80.61686","SINT","None","D","11","1","D1-D1as","D1"
"364","2020","contemporary","868935","KL-CP-88",56,"KL-CP-88","20201012","Cheeca","24.90400","-80.61686","MANG","None","B","25","2","B5","B5"
"365","2021","contemporary","868171","CR-1",68637,"CR-1","20210702","Conch","24.94844","-80.46239","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"366","2021","contemporary","868171","CR-5-A",38809,"CR-5-A","20210702","Conch","24.94844","-80.46239","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"367","2021","contemporary","868603","CR-27",36872,"CR-27","20210702","Conch","24.94844","-80.46239","EFAS","None","B","11","1","B1-B1a","B1"
"368","2021","contemporary","868255","CR-4",35345,"CR-4","20210702","Conch","24.94844","-80.46239","SINT","None","A","73","6","A3-A3at-A3bi","A3"
"369","2021","contemporary","869786","CR-43",33364,"CR-43","20210702","Conch","24.94844","-80.46239","MCAV","None","C","220","4","C3-C3fc-C21-C3an-C3b-C3fd-C3bb-C3s","C3"
"370","2021","contemporary","869786","CR-54",32216,"CR-54","20210702","Conch","24.94844","-80.46239","MCAV","None","C","220","4","C3-C3fc-C21-C3an-C3b-C3fd-C3bb-C3s","C3"
"371","2021","contemporary","868131","CR-49",31065,"CR-49","20210702","Conch","24.94844","-80.46239","PAST","None","A","24","18","A4/A4.3-A4e-A4o-A4bg","A4/A4.3"
"372","2021","contemporary","868255","CR-59",30324,"CR-59","20210702","Conch","24.94844","-80.46239","SRAD","None","A","73","6","A3-A3at-A3bi","A3"
"373","2021","contemporary","871563","CR-55",29696,"CR-55","20210702","Conch","24.94844","-80.46239","SINT","None","C","11","10","C16-C16b-C16d","C16"
"374","2021","contemporary","868803","Tr-31-B",28484,"Tr-31-B","20210702","Tavernier Rocks","24.93535","-80.54961","DLAB","None","B","40","6","B1-B1by-B1bw-B1au-B14h-B1dm-B20b","B1"
"375","2021","contemporary","868171","CR-53",27421,"CR-53","20210702","Conch","24.94844","-80.46239","PAST","None","A","39","17","A4/A4.3-A4a-A4e-A4o-A4bg","A4"
"376","2021","contemporary","868255","CR-46",27393,"CR-46","20210702","Conch","24.94844","-80.46239","SINT","None","A","73","6","A3-A3at-A3bi","A3"
"377","2021","contemporary","872101","CR-51",27191,"CR-51","20210702","Conch","24.94844","-80.46239","OFAV","None","D","605","29","D1/D2-D4-D4c-D1c","D1"
"378","2021","contemporary","871752","CR-26",26384,"CR-26","20210702","Conch","24.94844","-80.46239","PPOR","None","C","1","1","C10-C10a","C10"
"379","2021","contemporary","869099","CR-8",26279,"CR-8","20210702","Conch","24.94844","-80.46239","OFAV","None","C","15","2","C3/C21-C3b","C3"
"380","2021","contemporary","868128","CR-47",26101,"CR-47","20210702","Conch","24.94844","-80.46239","PAST","None","A","15","9","A4-A4a-A4.3-A4s-A4e","A4"
