sample,analysis_type_uid,PC1,PC2,PC3,PC4
G3b-G3al-G3ay-G3bs-G3bd-G3bu,873021,-0.2221759751642916,0.07102742049418818,-0.019770694277610728,0.0
G3b-G3al-G3ay-G3bs-G3bd,873035,-0.14442769192594268,0.01644753223689891,0.03088946993645139,0.0
G3b/G3al-G3ay-G3bs,873036,-0.1131210912624621,-0.10140910344639159,-0.009113116903081166,0.0
G3b,873048,0.4797247583526964,0.013934150715304646,-0.002005658755759523,0.0
proportion_explained,0,0.9478614521515333,0.04780379828225806,0.004334749566208682,0.0
