sample,analysis_type_uid,PC1,PC2,PC3,PC4
G3b-G3al-G3ay-G3bs-G3bd-G3bu,873021,0.06816369777404051,0.02450749284633663,-0.008380716068634686,-0.0
G3b-G3al-G3ay-G3bs-G3bd,873035,0.04398823768958653,-0.0035026630066979808,0.014884814067520345,-0.0
G3b/G3al-G3ay-G3bs,873036,0.0004142259586986555,-0.03435001878672134,-0.007219283860599587,-0.0
G3b,873048,-0.11256616142232574,0.01334518894708272,0.0007151858617139016,-0.0
proportion_explained,0,0.8926493558841927,0.09138136886852427,0.01596927524728286,0.0
