sample,analysis_type_uid,PC1,PC2,PC3,PC4
G3b-G3al-G3ay-G3bs-G3bd-G3bu,873021,-0.19782305711030257,0.018375305844851822,0.0,0.0
G3b-G3al-G3ay-G3bs-G3bd,873035,-0.06531521673753501,0.04336293918459832,0.0,0.0
G3b/G3al-G3ay-G3bs,873036,-0.10044064635211275,-0.0623121210738583,0.0,0.0
G3b,873048,0.36357892019995036,0.0005738760444082272,0.0,0.0
proportion_explained,0,0.9681867029196022,0.03181329708039779,0.0,0.0
