sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
A4/A4m,1458689,-0.22484490070560678,-0.08417587058032179,0.005532738251320726,0.006178957538825656,-0.00762815803857803,0.004506818283440148,-0.0006020733519857475,0.00034605320965016786,-0.0006245360258677347,0.0011679583644413024,-0.0003012272886431722,0.013467868259811888,0.0044784912395798805,0.0010307491674063764,5.074258751452994e-05,0.00033603897802742704,0.00021256417249130557,-0.0001873853197961437,-1.5102035213036672e-05,-5.684655748037138e-05,3.139938840831066e-05,3.0005450908753026e-07,-9.443972666001631e-07,-1.275698511653184e-07,-4.849199428643426e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4a-A4ah,1459214,-0.22750130363342902,-0.08594326431833398,0.005676447327343528,-0.0026278022515168957,0.0045296885834646946,0.0095708202812082,0.005356642973158467,0.00046010077994163766,-0.0002022278531730039,-0.0018027871058536313,4.978028864575741e-05,-0.0031317590427053167,0.003481062012713877,0.004960208663510631,0.0018518634293637171,-0.0005283891602405405,-0.0022265429635987427,3.885692594084466e-05,-1.1566133007706615e-05,-0.00047633579959465577,-5.317507653488143e-05,-3.0479388027665077e-07,8.828413765925055e-07,8.037293523870802e-08,-1.5076408946946808e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4a/A4-A4by,1458786,-0.24064024709165774,-0.09373243642283413,0.004719211179318088,-0.016181954779208328,0.014953943692437513,0.02103392421751076,0.004588948041618139,0.0002769412223621343,-0.00015785663304980323,-0.00030894998576849226,-4.014851011458729e-05,0.001797543413855085,-0.002985981692420002,-0.0035683738789122816,-0.0014585634131138673,-0.00016055720402995767,-0.0011363218386207775,0.001846463860221417,1.9511579757485215e-06,0.00146822527407555,0.0001515863605416612,7.715020300486111e-07,-2.1383865619349897e-06,-3.0017923384559453e-07,-8.77430904518257e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13/A4,1459331,-0.1243073680915501,0.17389525252429935,-0.10877214678684041,-0.002343767274962973,-7.995660036482788e-05,-2.140233290319785e-05,-0.0011018967916327472,0.0005236729126709771,-0.00083290801122074,3.639118918520078e-05,-5.830697414907291e-05,9.034636033709144e-05,2.556923557795668e-06,-3.088375889852584e-05,3.31779990444332e-05,1.3006694803759962e-05,-9.079848126083507e-06,-2.8741275154684644e-06,1.0372088238548102e-05,9.236442870708325e-07,1.720361928008434e-06,1.5100442224790816e-08,2.5298119807172685e-06,3.1385268488814545e-07,9.761774831013125e-09,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4a-A4.3-A4eq-A4s-A4e-A4o-A4ep,1459346,-0.24708726017084484,-0.09780755884165979,0.004763187269242884,-0.025345727157960376,0.02509521974306137,-0.007563826867858795,0.0006908918882160807,-0.0002744292371923817,0.00040219781441227793,-0.0004294599772123917,2.2606862432853485e-05,2.8958338843519134e-05,0.00023422530759349276,-0.0004490600829406454,-0.00023457749256416326,0.0003775195246339295,0.0018688529153502414,-0.0015879988487673866,6.476629223982488e-07,-0.0005873825889396084,-5.230011719088569e-05,-2.1702409615078185e-07,5.176712314495913e-07,4.004008003836763e-08,-4.7210654552264485e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4.3-A4a-A4e,1458910,-0.22960960223646726,-0.08723500946999997,0.005628950416610104,-0.0036638529264556687,0.004722293150120985,-0.009912907154757646,-1.3590366348871944e-05,-6.186633483657878e-06,4.200875961845568e-05,-0.0003772864916035186,8.862669275094096e-06,-0.00038583827097123845,0.0002951668242388308,0.00030462375560226285,0.00034155030787782077,0.0005116231731798368,0.00152249298547055,0.002853096612461713,2.898521027709059e-05,-0.0004680067945003456,-6.118900742295128e-05,-2.759058262441052e-07,4.4353778370545585e-07,-5.770377931101182e-07,-0.0002353936386526247,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4a-A4.3-A4s-A4e,1458911,-0.23595497168423385,-0.09108840621724273,0.005335990033035347,-0.01234700499577702,0.01340684705642577,-0.00387481172793711,0.0022089042593401373,4.3398144557324546e-05,0.0001284891270026014,-0.0010848539579610165,4.364909553687834e-05,-0.001978575778445916,0.0026716819474197923,0.0033935716525487713,0.0014861268093880058,-0.00012604766085360213,-0.0003765199753793647,-0.0005970738752672976,3.274425343671662e-06,0.001584955603333972,0.00011449397934659287,2.957851930063642e-07,-3.0877450409301175e-07,3.2242147550789334e-07,0.00011888559679062619,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4.3-A4e-A4o-A4bg,1458915,-0.2289923051635568,-0.08679098004945215,0.005535957886417168,-0.0008275791253886153,0.0006164169177832879,-0.015351072822140833,-0.0032465892203257414,-0.00020264532928634444,4.204763492523188e-05,0.0009022504525406205,-3.417503908014741e-05,0.0017183948115063103,-0.0013858223975505954,-0.0017746426567497654,0.00022008997385039665,0.0004897120202431589,0.0013240195038480825,0.0010762054101349455,1.5012698320145268e-05,0.0009239795035770309,5.8693893158590085e-05,6.006902258740159e-08,3.446932874379978e-07,1.650418544673183e-07,-1.0705764562361313e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A1il,1458963,-0.22938225413980712,-0.08651051785962133,0.004637363550506427,0.0019992372949591015,-0.009354473268332815,0.008145673322266662,-0.02828350955200843,-0.00284554419622258,0.0036960600165125966,-0.011979144524962024,9.184746395406872e-05,-0.0019860830495656585,0.0008000147036620424,5.510904408222715e-06,-0.0003183562437350611,0.0001639362215774767,8.945027975696917e-05,-1.801440734505022e-05,-9.701410342633158e-06,-2.594272956168246e-05,2.726513841429635e-05,2.574962080176022e-07,-8.789757945123781e-07,-1.1501991864815058e-07,-2.2523788371942401e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4,1459475,-0.21521076823269766,-0.07861181589218341,0.006486624682290102,0.011210231794356231,-0.007278261525020369,0.004540529363852483,0.006042136448495849,0.0007339231423347217,-0.0004525662849710535,-0.0025399415767964673,3.597399450774062e-05,-0.0033792152409658567,-0.0006229650564383891,0.00020673264700203948,-0.0038452902118509893,-0.0009330067849254619,0.0007611913544014226,0.0014328275335956694,7.32550100820179e-05,-6.796914067101035e-05,-0.0001692326582553951,-1.4977411299406026e-06,4.39124724832369e-06,6.820609064740622e-07,1.707441262255729e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4/A4a,1458966,-0.23484916667064026,-0.09030849823810815,0.0051555876989995975,-0.010608352555312386,0.010983235607190724,0.016153417397463846,0.0051524601917731965,0.00034939562925004786,-0.0001467175725632542,-0.0010462307667222705,1.2764840358612707e-06,-0.00013053623204230163,-0.0007462013779816421,-0.0010373458850926353,-0.000914795684050843,0.00023552707892953532,0.0018374495161692002,-0.0014089165168120052,4.1400296193306005e-06,-0.0016346115980033333,-0.00015972494488937207,-7.611552323602374e-07,2.047646351645061e-06,2.966606649413413e-07,1.294170454035793e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4.3-A4e-A4a-A4o-A4bg,1458967,-0.22976135431425146,-0.08731344404185826,0.005599119408667926,-0.0033689276852928956,0.004118435031193615,-0.011444734010001107,-0.0007980961599961646,-5.718784943756821e-05,4.5373289038283536e-05,-6.93246126640554e-05,-4.170858516652727e-06,0.00023411804960143343,-0.00048562814279367434,-0.0006137387460590089,-6.691862641006691e-05,0.00011389282555089032,-0.0004915918963385365,0.0021789573010912553,-3.457107651298078e-07,-0.0009954376059636808,-6.473332001816483e-05,-1.2142918754332485e-07,6.444775833815484e-08,6.870677126024201e-07,0.00031507592454067384,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4.3-A4o-A4bg,1458968,-0.22682404898707206,-0.08548319594849511,0.005647645472605234,0.0016708249530318151,-0.001635191933316993,-0.010757322216910337,-0.00194839588381007,-2.3704638100224158e-05,-0.0001093493677771241,0.0005793450263113706,-4.641929751315344e-05,0.0016696761858649707,-0.00317028600288012,-0.003441592372714829,-0.0023478595160896848,-0.0011600825593485224,-0.0037355421262495227,-0.002436303544395608,-4.0951514326854647e-05,-0.0003822130504743609,-9.217472461795063e-06,2.8621669274249826e-08,-1.1129186602215067e-07,-9.666875777885617e-08,-3.5586953532047023e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3/A4,1459042,0.19450176506125313,-0.18669230242279253,-0.1235407453574461,-0.0019725591077565676,1.7304901783109743e-05,-3.7012034487207887e-05,-0.0006311423459146005,-9.712708074494616e-05,8.283275091518994e-05,0.00013383539624764584,8.23392937969734e-06,0.0001442089377359758,-0.00014067540192601725,0.00012310824048735142,2.002457642419397e-05,-7.006041420523525e-05,6.3290477975786314e-06,6.663318990661705e-07,-9.87283721788474e-07,2.396605496491594e-06,-1.191944663224497e-05,-1.0767946268110272e-07,-1.0259107830140224e-07,-3.986649737127124e-08,1.3994355781415925e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4ct-A4cs-A4q,1459054,-0.23179712813542297,-0.0882116225445629,0.0048722996727322545,0.002453725502747031,-0.008525973078944083,0.005696878654697348,-0.010883652356260683,-0.00022202349895363458,-0.002267694120452926,0.023929586471131543,0.00012027675882113121,-0.0030044691907847652,0.0009287378720886658,0.0003200602682033114,-0.00042991531809007523,9.762989730957762e-05,0.00014678246754033165,-2.859854244249165e-05,-5.377497146470372e-06,-3.307285932304903e-05,1.6005392055153093e-05,1.6181607091573903e-07,-5.249185668755991e-07,-7.357464748822255e-08,-3.074963376975628e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4/A4.3-A4a-A4e-A4o-A4s-A4bg,1459170,-0.23393899767714285,-0.08986864493494708,0.005441334856730524,-0.009384419621074128,0.010360264521629007,-0.008638931591869379,0.0007368757774035805,-3.151861952052507e-05,0.00012548640873928508,-0.0006512713568404333,2.307097776148654e-05,-0.0009540090320216178,0.0010482933568237715,0.0013237500463893497,0.0004983127809654844,-0.0003963077757287377,-0.0024525930139306395,0.0003567583407118289,-2.680699358972839e-05,-0.00024083902798940652,3.0935967366959826e-05,4.0154416518779123e-07,-1.403930809564578e-06,-5.599324766621183e-07,-0.0001531834438211888,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4.3,1459174,-0.2208143289069137,-0.08195363174701815,0.006128027867670272,0.005764261762806422,-0.00316497343958792,-0.004480011363170552,0.0024410211290071997,0.00032510671170716643,-0.0001859519816445913,-0.0013199467580327963,2.6168565467380027e-05,-0.0018635681055917024,0.00031497927307625606,0.0005953902216784499,-0.0015153228948994067,-0.0001395810259148288,0.0022864135411280254,-0.00293817868287024,2.2565587347268337e-05,0.001101360533813601,7.21971488554408e-05,2.803404660478485e-07,-8.852376015298463e-07,-1.9699489117989272e-07,-9.126697885557261e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4-A4j,1459175,-0.22191134149681993,-0.08247900731659015,0.005818343562641537,0.007694706643669045,-0.007437477326830738,0.004399375460059525,0.0016352464970959605,0.00045917798409215766,-0.0005216541497565406,-0.00023351488468433579,-6.140899113110867e-05,-5.7865099968317853e-05,-0.00536704596902461,-0.0014047365737709491,0.007199496360129,0.0010597599939749746,0.0002524700881763514,-0.0006002690358211258,-3.482248286094667e-05,-8.539555854390829e-05,5.1647423361214957e-05,4.66169949831773e-07,-1.4171937756702622e-06,-1.838931502835529e-07,-7.660357958170127e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13-A1pt,1459265,-0.06003915604437829,0.2749871092846448,0.017817169878491843,0.0009453211820109734,-4.333929550013768e-05,6.780816192414645e-05,0.0012246584413276216,0.0002257363298703548,-0.00020232231080824262,-0.0003975074926921483,-4.7532619432473364e-05,-0.0009736521618601744,0.0013391749248407203,-0.0012488789438737209,-0.00020062738341746384,0.00114293314817553,-0.00013248905356741633,-1.9126636342584657e-05,1.5095042775542316e-05,-0.00016892438299480583,0.0016506289658648925,-0.001638877848163092,-6.694951389167822e-06,-1.613152473936581e-06,5.910833115599187e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13-A1pu,1459269,-0.06153413293280455,0.2798801405836255,0.016789971337854558,-3.437830995156576e-05,-2.1696561831854813e-05,-1.2060273292698818e-05,-0.00042148513473801397,-0.00011043844650708817,0.00012652820976593828,0.00017391745378311812,3.8817869692912885e-05,0.0008719426966176615,-0.002493957340615454,0.0028176771946904484,-0.0007964364706247877,2.6972459142246455e-06,0.00011319899662650002,4.177667284300169e-05,4.419975386598788e-05,7.550225085772255e-06,-0.00033480554204464444,-3.6913804972571937e-06,3.973215200615499e-06,2.21171988120137e-06,-9.809770162494627e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13-A1py,1459270,-0.062236762920669146,0.28214530368555235,0.01626493235732671,-0.0004653452970246667,-1.1934555383705482e-05,-3.931160076457926e-05,-0.0008915257065777729,-0.00018524510184853496,0.000183289656692078,0.0002659300018192728,6.975480279218348e-06,-0.00010023042604227957,0.0028184604476993204,-0.0037219293182038362,0.002487688643727291,-0.005429766389969936,0.0007170068202027643,0.00015048344315598047,6.813802893649165e-05,4.096204669028325e-05,-0.000376939848748534,-3.2036342807253935e-06,5.158392708983086e-07,-6.581842439132618e-08,1.9972328221220687e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A13-A13o,1459271,-0.0600354739509916,0.2749751926395947,0.017819866839560616,0.0009476309328206067,-4.339141316332715e-05,6.796934137477873e-05,0.0012276701917317246,0.00022628147329854974,-0.00020280234484340652,-0.00039832515941120656,-4.7534052695905544e-05,-0.0009730789966823988,0.0013332469730625745,-0.0012417878133632082,-0.0002019531955795115,0.0011321733092779927,-0.00012989680010437374,-1.839741647323981e-05,1.5642870999076568e-05,-0.00016618483878799798,0.0016010469059994197,0.0016697913036887984,-6.9459975260104285e-06,-1.6274494226852111e-06,5.959273214137622e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
