sample,sample_uid,PC1,PC2,PC3,PC4,PC5
ABE_DLAB_001,239081,0.03534009983729638,0.1501797513477535,0.06371883193590724,0.017187916533524847,-0.0
Green_Can_DLAB_005,239695,0.11044837554440591,-0.15682659218426714,0.016348316623610457,0.03915090702816143,-0.0
MQ8_CNAT_002,239717,-0.19105217389796106,-0.07205281002249088,0.033056050613305354,-0.04741839246666489,-0.0
23_PSTR_004,239025,0.2449115251199688,0.03140242837505736,-0.04572358075573294,-0.03547762149526376,-0.0
WS_DLAB_005,239777,-0.19964782660371014,0.047297222483947056,-0.0673996184170898,0.026557190400242705,-0.0
proportion_explained,0,0.6703586324948313,0.24866429574572949,0.05394306111031888,0.027034010649120296,0.0
